custid	region	townsize	gender	age	agecat	birthmonth	ed	edcat	jobcat	union	employ	empcat	retire	income	lninc	inccat	debtinc	creddebt	lncreddebt	othdebt	lnothdebt	default	jobsat	marital	spoused	spousedcat	reside	pets	pets_cats	pets_dogs	pets_birds	pets_reptiles	pets_small	pets_saltfish	pets_freshfish	homeown	hometype	address	addresscat	cars	carown	cartype	carvalue	carcatvalue	carbought	carbuy	commute	commutecat	commutetime	commutecar	commutemotorcycle	commutecarpool	commutebus	commuterail	commutepublic	commutebike	commutewalk	commutenonmotor	telecommute	reason	polview	polparty	polcontrib	vote	card	cardtype	cardbenefit	cardfee	cardtenure	cardtenurecat	card2	card2type	card2benefit	card2fee	card2tenure	card2tenurecat	carditems	cardspent	card2items	card2spent	active	bfast	tenure	churn	longmon	lnlongmon	longten	lnlongten	tollfree	tollmon	lntollmon	tollten	lntollten	equip	equipmon	lnequipmon	equipten	lnequipten	callcard	cardmon	lncardmon	cardten	lncardten	wireless	wiremon	lnwiremon	wireten	lnwireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	owntv	hourstv	ownvcr	owndvd	owncd	ownpda	ownpc	ownipod	owngame	ownfax	news	response_01	response_02	response_03
2512-SUTUXF-4UN	Zone 1	10,000-49,999	Male	24	18-24	September	14	High school degree	Precision Production, Craft, Repair	No	3	2 to 5	No	16	2,77258872223978	Under $25	13,9	,28912	-1,24091345213822	1,93488	,660045309054828	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	0	1	0	0	0	0	0	Rent	Multiple-Family	1	Less than 3	3	Own	Import	7,8	Economy	No	Yes	Car	Single occupancy	26	Yes	No	No	No	No	No	No	No	Yes	Yes	No response	Liberal	No	No	No	American Express	Gold	Airline miles	No	6	6 to 10	Visa	Gold	Other	Yes	6	6 to 10	14	576,56	3	102,66	No	Energy bar	47	No	7,6	2,02814824729229	395,15	5,97926543965098	Yes	19,75	2,98315349134713	885,3	6,785926570617	No	0	 	0	 	Yes	21,5	3,06805293513362	990	6,89770494312864	No	0	 	0	 	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	19	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No
3216-ZIRJDA-7EU	Zone 1	2,500-9,999	Male	55	50-64	June	11	Did not complete high school	Sales and Office	No	7	6 to 10	No	26	3,25809653802148	$25 - $49	5,8	,903292	-,101709411280923	,604708	-,503009582089804	No	Highly dissatisfied	Unmarried	Not married	Not married	2	9	1	0	0	0	0	0	8	Rent	Single-family	19	16 to 25	1	Own	Domestic	19,5	Economy	No	Yes	Train/Subway	Public transportation	24	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No response	Moderate	No	No	Yes	Discover	Other	Other	No	17	More than 15	Visa	Platinum	Airline miles	No	14	11 to 15	12	145,53	1	6,1	No	Energy bar	44	Yes	6,15	1,81645208181843	302	5,71042701737487	No	0	 	0	 	No	0	 	0	 	Yes	16,5	2,80336038090653	740	6,60665018619822	No	0	 	0	 	No	No	No	None	No	No	Yes	No	No	Yes	27	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No
2965-THYCWH-KNQ	Zone 3	50,000-249,999	Female	43	35-49	March	16	Some college	Managerial and Professional	No	5	2 to 5	No	89	4,48863636973214	$75 - $124	11,2	5,093648	1,62799427326666	4,874352	1,58398717253783	Yes	Highly satisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Multiple-Family	13	8 to 15	1	Own	Domestic	32,4	Standard	No	Yes	Car	Single occupancy	24	Yes	No	No	No	No	No	Yes	Yes	No	No	No response	Slightly conservative	No	Yes	Yes	Mastercard	Gold	Other	Yes	20	More than 15	Visa	None	Other	No	15	11 to 15	12	264,02	1	9,07	No	Energy bar	43	No	9,6	2,26176309847379	433	6,07073772800249	Yes	23,5	3,15700042115011	1044,7	6,95148504184346	Yes	58,25	4,06474409244581	2478,15	7,81526759304471	Yes	7	1,94591014905531	270	5,59842195899838	Yes	50,2	3,91601502669768	2022,9	7,61228740440865	Yes	Yes	Yes	None	Yes	Yes	Yes	Yes	Yes	Yes	26	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No
6400-ESWXJX-IHO	Zone 4	10,000-49,999	Male	20	18-24	July	15	Some college	Sales and Office	No	0	Less than 2	No	28	3,3322045101752	$25 - $49	9,6	1,016064	,0159363392983538	1,671936	,513982236417946	Yes	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	0	1	0	0	0	0	0	Rent	Multiple-Family	1	Less than 3	2	Own	Import	12,2	Economy	No	No	Bus	Public transportation	19	No	No	No	Yes	No	Yes	No	No	No	No	No response	Slightly liberal	Yes	No	Yes	American Express	Other	Airline miles	No	1	Less than 2	Visa	None	Other	No	1	Less than 2	9	472,8	3	123,16	Yes	Cereal	2	Yes	3,1	1,1314021114911	3,55	1,26694760348732	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	8	No	No	Yes	No	No	No	No	No	No	No	No	No
9912-MNWVPA-W85	Zone 5	50,000-249,999	Male	66	>65	May	9	Did not complete high school	Service	No	16	More than 15	No	56	4,02535169073515	$50 - $74	19,1	3,04836	1,11460374108616	7,64764	2,03439710351151	No	Somewhat dissatisfied	Married	9	Did not complete high school	2	1	0	0	0	0	1	0	0	Rent	Single-family	13	8 to 15	0	N/A	N/A	N/A	N/A	N/A	No	Bus	Public transportation	15	No	No	No	Yes	No	No	No	No	No	Yes	Prices	Moderate	No	No	No	Discover	None	Other	No	16	More than 15	Visa	Other	None	No	13	11 to 15	13	219,77	6	185,25	No	Oatmeal	39	No	10,35	2,33698651971138	379,4	5,93859105750091	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	15	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No
8770-OKDLMY-VNG	Zone 1	> 250,000	Male	23	18-24	August	15	Some college	Managerial and Professional	Yes	0	Less than 2	No	25	3,2188758248682	$25 - $49	3,1	,47585	-,742652600463785	,29915	-1,2068101591461	Yes	Neutral	Married	12	High school degree	4	0	0	0	0	0	0	0	0	Rent	Single-family	3	4 to 7	3	Lease	Domestic	18,7	Economy	No	No	Car	Single occupancy	27	Yes	No	Yes	No	No	No	No	No	No	No	Prices	Moderate	No	No	Yes	Mastercard	None	Airline miles	No	5	2 to 5	American Express	Other	Airline miles	No	5	2 to 5	9	750,3	5	349,05	Yes	Cereal	46	No	13,9	2,63188884013665	712,5	6,56877991214281	No	0	 	0	 	Yes	34,85	3,55105313720653	1476,3	7,29729423654004	No	0	 	0	 	No	0	 	0	 	Yes	No	No	Cable modem	Yes	No	No	No	Yes	Yes	23	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
2187-NYMCPV-F8B	Zone 2	10,000-49,999	Male	69	>65	November	13	High school degree	Sales and Office	No	5	2 to 5	No	40	3,68887945411394	$25 - $49	18,1	1,81724	,597318866547272	5,42276	1,69060491093271	Yes	Somewhat satisfied	Unmarried	Not married	Not married	1	2	2	0	0	0	0	0	0	Rent	Multiple-Family	8	8 to 15	1	Own	Import	23,5	Standard	Yes	No	Bus	Public transportation	25	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No response	Slightly conservative	Yes	Yes	No	Discover	None	None	No	4	2 to 5	Mastercard	None	Other	No	2	2 to 5	10	360,3	4	153,24	No	Oatmeal	11	Yes	4,55	1,51512723296286	42,05	3,73885938641896	No	0	 	0	 	No	0	 	0	 	Yes	12	2,484906649788	115	4,74493212836325	Yes	18,8	2,9338568698359	183,65	5,21303177226568	No	Yes	No	None	Yes	Yes	Yes	Yes	No	Yes	26	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No
8091-TRJLHZ-DA0	Zone 2	> 250,000	Male	37	35-49	March	20	Post-undergraduate degree	Sales and Office	No	1	Less than 2	No	29	3,36729582998647	$25 - $49	10,5	,788655	-,237426316120739	2,256345	,81374624747581	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	2	0	2	0	0	0	0	0	Own	Single-family	12	8 to 15	3	Own	Import	18,5	Economy	Yes	No	Car	Single occupancy	25	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No response	Slightly liberal	Yes	No	Yes	Mastercard	None	Cash back	No	13	11 to 15	American Express	Other	Airline miles	No	6	6 to 10	12	516,94	8	313,74	No	Energy bar	33	No	6,6	1,88706964903238	207,85	5,33681666569865	No	0	 	0	 	Yes	26,75	3,28653447334202	846,75	6,74140549169788	Yes	9,75	2,27726728500976	305	5,72031177660741	No	0	 	0	 	Yes	No	No	DSL	No	No	No	No	Yes	Yes	10	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No
6522-YSNEBU-22G	Zone 1	> 250,000	Male	29	25-34	December	17	College degree	Managerial and Professional	No	0	Less than 2	No	48	3,87120101090789	$25 - $49	4,5	,55944	-,580818995586526	1,60056	,470353568010024	Yes	Highly dissatisfied	Unmarried	Not married	Not married	1	6	0	1	0	0	0	0	5	Own	Single-family	6	4 to 7	1	Own	Domestic	26,9	Standard	No	No	Car	Single occupancy	21	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No response	Moderate	No	No	No	Discover	Other	Airline miles	No	4	2 to 5	Mastercard	Gold	Cash back	No	3	2 to 5	11	289,61	5	82,34	Yes	Cereal	9	No	3,5	1,25276296849537	23,5	3,15700042115011	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	17,9	2,88480071284671	131,1	4,87596039076965	No	Yes	No	DSL	No	No	No	No	Yes	Yes	25	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No
6965-IAQABO-ZF6	Zone 2	> 250,000	Female	53	50-64	January	20	Post-undergraduate degree	Sales and Office	Yes	5	2 to 5	No	67	4,20469261939097	$50 - $74	15,2	1,904408	,644171199127555	8,279592	2,11379369182078	No	Somewhat satisfied	Unmarried	Not married	Not married	1	5	2	1	0	1	0	1	0	Rent	Multiple-Family	26	More than 25	0	N/A	N/A	N/A	N/A	N/A	Yes	Train/Subway	Public transportation	21	No	No	No	No	Yes	Yes	No	No	No	No	No response	Liberal	No	No	No	American Express	Platinum	Cash back	No	11	11 to 15	Mastercard	Gold	None	No	7	6 to 10	8	396,16	4	192,34	No	Energy bar	16	No	5,65	1,73165554515835	89,05	4,48919800973567	No	0	 	0	 	Yes	24,55	3,20071185424053	375,15	5,92732594599174	No	0	 	0	 	No	0	 	0	 	No	No	No	Other	No	No	No	No	Yes	Yes	17	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No
2911-FIWKXD-5XS	Zone 4	2,500-9,999	Female	57	50-64	September	19	College degree	Managerial and Professional	No	15	11 to 15	No	77	4,34380542185368	$75 - $124	26,7	12,499872	2,52571840425583	8,059128	2,08680536208012	Yes	Neutral	Unmarried	Not married	Not married	2	0	0	0	0	0	0	0	0	Rent	Single-family	36	More than 25	2	Own	Import	29	Standard	No	No	Carpool	Multiple occupancy	25	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No response	Slightly conservative	Yes	No	No	Discover	Other	Airline miles	Yes	35	More than 15	Mastercard	Other	None	No	28	More than 15	11	162,28	1	23,5	No	Energy bar	65	No	21,05	3,04690056012839	1352	7,20934025660291	Yes	39,75	3,68260984110034	2612,2	7,86794805714342	No	0	 	0	 	Yes	32,5	3,48124008933569	1950	7,57558465155779	No	0	 	0	 	Yes	No	No	None	Yes	Yes	Yes	Yes	No	Yes	24	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	No	No	No
5300-PSIZAR-CTQ	Zone 3	10,000-49,999	Female	68	>65	December	9	Did not complete high school	Managerial and Professional	No	21	More than 15	No	93	4,53259949315326	$75 - $124	16,3	4,411269	1,48416240316724	10,747731	2,37469466252787	No	Neutral	Married	13	High school degree	2	1	1	0	0	0	0	0	0	Own	Condominium/Townhouse	37	More than 25	3	Own	Import	56,2	Luxury	No	No	Car	Single occupancy	17	Yes	No	No	Yes	No	No	No	Yes	No	No	No response	Conservative	Yes	Yes	Yes	Mastercard	None	Airline miles	Yes	24	More than 15	Visa	Other	Other	No	18	More than 15	9	281,81	7	250,45	Yes	Cereal	54	No	13,5	2,60268968544438	748,45	6,61800440136124	Yes	21,75	3,07961375753469	1211,8	7,09986213651089	Yes	31,95	3,46417218082354	1572,05	7,36013577909911	Yes	22,75	3,12456514539696	1260	7,13886699994552	No	0	 	0	 	Yes	No	No	DSL	Yes	No	Yes	Yes	No	Yes	26	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No
4969-FCQOOR-7TJ	Zone 5	< 2,500	Male	46	35-49	May	9	Did not complete high school	Sales and Office	No	2	2 to 5	No	26	3,25809653802148	$25 - $49	13,8	,975936	-,02435826848959	2,612064	,960140713411099	Yes	Highly dissatisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	13	8 to 15	3	Own	Import	12,2	Economy	No	No	Train/Subway	Public transportation	25	No	No	No	No	Yes	No	Yes	No	No	No	No response	Slightly liberal	No	Yes	Yes	Mastercard	Platinum	Cash back	No	1	Less than 2	Visa	Platinum	Cash back	No	1	Less than 2	6	108,44	2	36,98	No	Cereal	1	No	2,8	1,02961941718116	2,8	1,02961941718116	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	16	Yes	No	No	No	No	No	No	No	No	No	Yes	No
9351-BJSQLP-WRG	Zone 4	10,000-49,999	Female	73	>65	December	11	Did not complete high school	Operation, Fabrication, General Labor	No	43	More than 15	Yes	20	2,99573227355399	Under $25	8,9	,49484	-,703520800987506	1,28516	,250883224214683	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	0	1	0	0	0	0	0	Rent	Single-family	29	More than 25	1	Own	Domestic	13,8	Economy	No	Yes	Bus	Public transportation	28	No	No	Yes	Yes	No	No	No	Yes	No	No	No response	Moderate	Yes	No	No	Other	Platinum	None	No	39	More than 15	Visa	Gold	Cash back	Yes	27	More than 15	6	143,81	7	194,47	Yes	Oatmeal	70	No	22,95	3,13331793650655	1539,95	7,33950522734813	No	0	 	0	 	No	0	 	0	 	Yes	11,25	2,42036812865043	775	6,65286302935335	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	24	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
3718-NQXURK-9W9	Zone 5	< 2,500	Female	35	35-49	February	13	High school degree	Operation, Fabrication, General Labor	No	10	6 to 10	No	87	4,46590811865458	$75 - $124	5,6	3,137568	1,14344797752981	1,734432	,550679982277489	No	Somewhat satisfied	Married	14	High school degree	4	5	0	0	0	0	0	0	5	Rent	Multiple-Family	12	8 to 15	3	Own	Domestic	46,3	Luxury	No	No	Car	Single occupancy	25	Yes	No	No	No	No	No	No	No	No	No	No response	Slightly conservative	No	No	Yes	Discover	None	None	No	14	11 to 15	Mastercard	Other	Other	No	13	11 to 15	7	243,84	7	377,99	Yes	Cereal	43	No	9,3	2,23001440015921	434,4	6,07396576861973	Yes	19,5	2,9704144655697	858	6,75460409948796	No	0	 	0	 	Yes	17	2,83321334405622	670	6,50727771238501	Yes	36,2	3,58905911883173	1557,25	7,35067672413425	No	Yes	No	Dial-up	Yes	Yes	Yes	Yes	No	Yes	25	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	Yes
3633-FNCRRV-3L1	Zone 3	2,500-9,999	Male	21	18-24	March	12	High school degree	Sales and Office	No	0	Less than 2	No	14	2,63905732961526	Under $25	15,2	,789488	-,236370644895304	1,338512	,291558549197702	Yes	Highly dissatisfied	Unmarried	Not married	Not married	1	8	0	2	0	0	0	0	6	Own	Condominium/Townhouse	1	Less than 3	1	Own	Domestic	8	Economy	No	No	Walk	Non-motorized	30	No	No	No	No	No	No	No	Yes	No	No	No response	Slightly conservative	No	No	Yes	Discover	None	Other	No	3	2 to 5	Mastercard	Gold	None	No	3	2 to 5	6	129,66	2	43,71	Yes	Energy bar	33	No	15,9	2,76631910922619	526,15	6,26558634318682	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	Dial-up	No	No	No	No	No	Yes	22	No	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No
2859-AEQFEZ-370	Zone 1	50,000-249,999	Male	27	25-34	April	19	College degree	Agricultural and Natural Resources	No	2	2 to 5	No	44	3,78418963391826	$25 - $49	8,8	,650496	-,430020130164548	3,221504	1,1698483312534	Yes	Somewhat dissatisfied	Unmarried	Not married	Not married	2	5	0	0	0	0	0	0	5	Rent	Single-family	7	4 to 7	5	Own	Import	27,9	Standard	No	No	Car	Single occupancy	26	Yes	No	No	No	No	No	No	Yes	No	Yes	No response	Moderate	No	No	Yes	Discover	Other	Other	No	9	6 to 10	Visa	Platinum	Airline miles	No	6	6 to 10	12	214,41	2	51,84	Yes	Cereal	17	Yes	6,45	1,86408013080768	127,9	4,8512487085848	No	0	 	0	 	Yes	23,05	3,13766576944266	378,5	5,9362160728775	No	0	 	0	 	No	0	 	0	 	Yes	No	No	Cable modem	No	No	No	No	Yes	Yes	19	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No
0783-HVJTGM-A7X	Zone 2	50,000-249,999	Female	79	>65	August	10	Did not complete high school	Service	No	26	More than 15	Yes	18	2,89037175789616	Under $25	18	,23976	-1,42811685597373	3,00024	1,09869228546828	No	Neutral	Married	10	Did not complete high school	2	8	1	2	0	0	0	0	5	Rent	Mobile Home	51	More than 25	2	Lease	Domestic	12,4	Economy	Yes	Yes	Bus	Public transportation	20	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No response	Extremely liberal	Yes	No	No	Visa	Other	None	No	39	More than 15	Mastercard	Platinum	None	No	30	More than 15	8	155,69	11	168,48	Yes	Oatmeal	72	No	47,95	3,87015880132945	3460,05	8,14903831881441	No	0	 	0	 	No	0	 	0	 	Yes	11,75	2,46385324059017	865	6,76272950693188	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	15	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
8355-QECJPC-NPR	Zone 3	50,000-249,999	Female	18	18-24	March	13	High school degree	Sales and Office	No	0	Less than 2	No	17	2,83321334405622	Under $25	4,7	,243695	-1,41183783559059	,555305	-,588237766633207	Yes	Somewhat dissatisfied	Married	15	Some college	3	6	0	0	0	0	0	0	6	Rent	Multiple-Family	0	Less than 3	1	Own	Domestic	12,9	Economy	Yes	No	Carpool	Multiple occupancy	27	No	No	Yes	No	Yes	Yes	No	Yes	No	Yes	No response	Liberal	Yes	No	Yes	American Express	Gold	Other	No	0	Less than 2	Visa	Other	Cash back	No	0	Less than 2	11	248,45	3	101,73	No	Cereal	4	No	10,85	2,38416507998647	47,5	3,8607297110406	No	0	 	0	 	Yes	29,3	3,37758751602302	104,55	4,64966542587464	No	0	 	0	 	No	0	 	0	 	Yes	No	No	DSL	No	No	No	No	Yes	Yes	19	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No
7839-FMEUUD-1UE	Zone 4	< 2,500	Male	40	35-49	June	15	Some college	Agricultural and Natural Resources	Yes	10	6 to 10	No	29	3,36729582998647	$25 - $49	10,6	1,537	,429832464556459	1,537	,429832464556459	No	Somewhat satisfied	Married	8	Did not complete high school	2	6	0	2	0	0	0	0	4	Rent	Single-family	7	4 to 7	0	N/A	N/A	N/A	N/A	N/A	No	Bus	Public transportation	20	No	No	No	Yes	Yes	No	No	Yes	No	No	No response	Conservative	No	Yes	Yes	American Express	Gold	None	No	22	More than 15	Discover	Other	Other	Yes	23	More than 15	11	458,17	10	516,89	No	Oatmeal	61	No	11,4	2,43361335540045	611,2	6,41542423785231	No	0	 	0	 	No	0	 	0	 	Yes	18,75	2,93119375241642	1110	7,01211529430638	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	27	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
9506-MCBRGQ-4YC	Zone 4	50,000-249,999	Male	78	>65	July	14	High school degree	Managerial and Professional	No	21	More than 15	No	76	4,33073334028633	$75 - $124	7,3	,654664	-,423633152063887	4,893336	1,58787427947724	No	Neutral	Married	12	High school degree	2	9	0	0	0	0	0	0	9	Own	Mobile Home	51	More than 25	2	Own	Domestic	29,6	Standard	No	No	Car	Single occupancy	19	Yes	Yes	No	No	No	Yes	No	No	No	No	No response	Moderate	Yes	No	No	American Express	Gold	Cash back	No	23	More than 15	Mastercard	Gold	None	No	15	11 to 15	15	580,43	3	115,11	No	Oatmeal	41	No	10,65	2,36555989215543	450,5	6,11035807704839	Yes	33,75	3,51898041731854	1292,85	7,16460436276152	No	0	 	0	 	Yes	15	2,70805020110221	610	6,41345895716736	Yes	27,45	3,31236616795554	1139,65	7,03847647670515	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	14	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
3344-QSBKTM-ITP	Zone 4	< 2,500	Female	51	50-64	April	12	High school degree	Managerial and Professional	Yes	7	6 to 10	No	84	4,43081679884331	$75 - $124	1,5	,60354	-,504942960607835	,65646	-,420893516265383	No	Somewhat satisfied	Married	12	High school degree	4	2	0	2	0	0	0	0	0	Own	Condominium/Townhouse	22	16 to 25	3	Lease	Domestic	50,8	Luxury	No	Yes	Car	Single occupancy	22	Yes	No	Yes	No	No	No	No	No	No	Yes	No response	Conservative	Yes	Yes	No	Discover	None	None	No	30	More than 15	Visa	Gold	Airline miles	No	23	More than 15	14	310,07	6	139,49	Yes	Oatmeal	52	No	7,75	2,04769284336526	382,45	5,94659792576788	Yes	46,5	3,83945231259331	2464,05	7,80956161665532	No	0	 	0	 	Yes	23,75	3,16758253048065	1195	7,08590146436561	No	0	 	0	 	Yes	No	No	None	Yes	Yes	Yes	Yes	No	Yes	22	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
5242-PRFMXK-NEE	Zone 1	> 250,000	Female	58	50-64	September	17	College degree	Sales and Office	No	9	6 to 10	Yes	21	3,04452243772342	Under $25	11,6	,713748	-,337225320117419	1,722252	,543632736762086	Yes	Highly satisfied	Unmarried	Not married	Not married	1	1	0	0	0	0	1	0	0	Rent	Multiple-Family	8	8 to 15	2	Own	Import	10,3	Economy	Yes	No	Car	Single occupancy	20	Yes	No	No	No	No	No	No	Yes	No	No	No response	Conservative	No	No	Yes	Discover	Gold	None	No	6	6 to 10	American Express	None	Airline miles	No	4	2 to 5	9	348,98	7	301,31	No	Cereal	16	No	2,8	1,02961941718116	45,55	3,81881062370597	Yes	12	2,484906649788	175,85	5,16963135891999	Yes	25,35	3,23277873003719	413,75	6,02526192669127	No	0	 	0	 	No	0	 	0	 	Yes	No	Yes	Other	No	No	No	No	Yes	Yes	23	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
4281-FGXWGW-H6Q	Zone 2	50,000-249,999	Female	49	35-49	June	10	Did not complete high school	Agricultural and Natural Resources	No	20	More than 15	No	67	4,20469261939097	$50 - $74	22,6	3,846068	1,34705132771751	11,295932	2,42444266090274	No	Somewhat dissatisfied	Married	11	Did not complete high school	2	1	0	1	0	0	0	0	0	Rent	Multiple-Family	7	4 to 7	2	Own	Import	39,4	Standard	Yes	No	Car	Single occupancy	23	Yes	No	Yes	Yes	No	No	No	No	No	No	No response	Moderate	No	No	Yes	Other	Other	Airline miles	No	27	More than 15	Mastercard	Gold	None	No	22	More than 15	12	354,17	7	226,93	No	Oatmeal	62	No	24,45	3,19663021592088	1477,35	7,29800522128382	Yes	33,25	3,50405476710186	2068,65	7,63465149958846	Yes	42,65	3,75302727393769	2655,9	7,88453885928511	No	0	 	0	 	Yes	55,45	4,01548171379638	3361,85	8,1202466966734	Yes	Yes	Yes	Dial-up	Yes	Yes	Yes	Yes	Yes	Yes	25	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No
3721-IODHSQ-PKB	Zone 4	2,500-9,999	Female	56	50-64	May	19	College degree	Managerial and Professional	No	8	6 to 10	No	122	4,80402104473326	$75 - $124	3,8	1,87758	,629983713601908	2,75842	1,014658052041	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	1	0	0	0	0	0	0	Rent	Multiple-Family	23	16 to 25	1	Own	Import	78,5	Luxury	No	No	Telecommute	Telecommute	27	Yes	No	No	Yes	No	No	No	No	No	Yes	No response	Moderate	No	No	Yes	Discover	None	Other	No	5	2 to 5	Mastercard	Other	Airline miles	No	5	2 to 5	15	264,79	6	154,73	Yes	Energy bar	10	Yes	3	1,09861228866811	29,6	3,38777436133001	Yes	21	3,04452243772342	226,15	5,42119849592385	Yes	42,55	3,75067985501938	368,4	5,90916930438115	Yes	26,5	3,27714473299218	205	5,32300997913841	Yes	38,75	3,65713075579936	348,05	5,85234614761468	Yes	Yes	Yes	Cable modem	Yes	Yes	Yes	Yes	Yes	Yes	14	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No
6675-IONUEJ-H9C	Zone 2	> 250,000	Female	72	>65	November	14	High school degree	Sales and Office	No	4	2 to 5	No	27	3,29583686600433	$25 - $49	5,7	,393984	-,931444979645832	1,145016	,135418610707697	No	Somewhat satisfied	Unmarried	Not married	Not married	1	3	2	1	0	0	0	0	0	Own	Single-family	24	16 to 25	0	N/A	N/A	N/A	N/A	N/A	No	Motorcycle	Single occupancy	18	No	Yes	No	No	No	No	No	No	No	No	No response	Slightly conservative	Yes	No	Yes	Discover	Gold	None	Yes	10	6 to 10	Visa	Other	Airline miles	No	7	6 to 10	8	128,8	1	21,06	Yes	Cereal	27	No	9,85	2,287471455184	277,85	5,62708139972593	Yes	12	2,484906649788	347,2	5,8499009827862	No	0	 	0	 	Yes	15	2,70805020110221	375	5,92692602597041	No	0	 	0	 	No	No	No	None	Yes	No	Yes	Yes	No	Yes	25	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	No	No	No
3997-ODNQKQ-P12	Zone 1	50,000-249,999	Female	40	35-49	October	14	High school degree	Sales and Office	No	3	2 to 5	No	46	3,8286413964891	$25 - $49	7,8	2,281968	,825038228554535	1,306032	,266993532851153	No	Somewhat dissatisfied	Unmarried	Not married	Not married	5	10	2	0	0	0	0	0	8	Rent	Multiple-Family	7	4 to 7	2	Own	Domestic	21,4	Standard	No	No	Car	Single occupancy	15	Yes	No	Yes	No	No	No	No	Yes	No	No	No response	Moderate	No	No	No	Discover	Gold	Airline miles	Yes	3	2 to 5	American Express	Other	Other	Yes	2	2 to 5	5	130,63	5	129,04	No	Cereal	6	Yes	4,15	1,42310833424261	17,05	2,83615020372953	Yes	10	2,30258509299405	57,85	4,05785345363969	Yes	26,1	3,26193531432865	131,85	4,8816649127993	No	0	 	0	 	Yes	17,75	2,87638551592142	99,2	4,59713801429083	Yes	Yes	Yes	DSL	No	No	No	No	Yes	Yes	12	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	No	Yes
